Country Name	Country Code	Series Name	Series Code	2015 [YR2015]
Greenland	GRL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.943137646
Greenland	GRL	Government Effectiveness: Estimate	GE.EST	0.867989659
Greenland	GRL	Control of Corruption: Estimate	CC.EST	1.19053793
Greenland	GRL	Regulatory Quality: Estimate	RQ.EST	1.353183866
Greenland	GRL	Rule of Law: Estimate	RL.EST	1.701292872
Grenada	GRD	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.790708482
Grenada	GRD	Government Effectiveness: Estimate	GE.EST	-0.196174711
Grenada	GRD	Control of Corruption: Estimate	CC.EST	0.556010067
Grenada	GRD	Regulatory Quality: Estimate	RQ.EST	0.09009181
Grenada	GRD	Rule of Law: Estimate	RL.EST	0.144673064
Guam	GUM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.807903051
Guam	GUM	Government Effectiveness: Estimate	GE.EST	0.487578034
Guam	GUM	Control of Corruption: Estimate	CC.EST	1.218488932
Guam	GUM	Regulatory Quality: Estimate	RQ.EST	0.172452301
Guam	GUM	Rule of Law: Estimate	RL.EST	1.345253229
Guatemala	GTM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.655060232
Guatemala	GTM	Government Effectiveness: Estimate	GE.EST	-0.711001813
Guatemala	GTM	Control of Corruption: Estimate	CC.EST	-0.733183742
Guatemala	GTM	Regulatory Quality: Estimate	RQ.EST	-0.216264188
Guatemala	GTM	Rule of Law: Estimate	RL.EST	-0.947281539
Guinea	GIN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.386988342
Guinea	GIN	Government Effectiveness: Estimate	GE.EST	-1.142423511
Guinea	GIN	Control of Corruption: Estimate	CC.EST	-0.986487746
Guinea	GIN	Regulatory Quality: Estimate	RQ.EST	-0.87069124
Guinea	GIN	Rule of Law: Estimate	RL.EST	-1.158495784
Guinea-Bissau	GNB	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.518216372
Guinea-Bissau	GNB	Government Effectiveness: Estimate	GE.EST	-1.613140225
Guinea-Bissau	GNB	Control of Corruption: Estimate	CC.EST	-1.482566833
Guinea-Bissau	GNB	Regulatory Quality: Estimate	RQ.EST	-1.203109264
Guinea-Bissau	GNB	Rule of Law: Estimate	RL.EST	-1.283544779
Guyana	GUY	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.139650807
Guyana	GUY	Government Effectiveness: Estimate	GE.EST	-0.335406274
Guyana	GUY	Control of Corruption: Estimate	CC.EST	-0.635309577
Guyana	GUY	Regulatory Quality: Estimate	RQ.EST	-0.515086114
Guyana	GUY	Rule of Law: Estimate	RL.EST	-0.527465999
Haiti	HTI	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.670838177
Haiti	HTI	Government Effectiveness: Estimate	GE.EST	-2.016381025
Haiti	HTI	Control of Corruption: Estimate	CC.EST	-1.237499833
Haiti	HTI	Regulatory Quality: Estimate	RQ.EST	-1.170394301
Haiti	HTI	Rule of Law: Estimate	RL.EST	-1.180639505
Honduras	HND	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.468914419
Honduras	HND	Government Effectiveness: Estimate	GE.EST	-0.821539164
Honduras	HND	Control of Corruption: Estimate	CC.EST	-0.566694617
Honduras	HND	Regulatory Quality: Estimate	RQ.EST	-0.395934224
Honduras	HND	Rule of Law: Estimate	RL.EST	-0.925625324
"Hong Kong SAR, China"	HKG	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.04629457
"Hong Kong SAR, China"	HKG	Government Effectiveness: Estimate	GE.EST	1.909479976
"Hong Kong SAR, China"	HKG	Control of Corruption: Estimate	CC.EST	1.651295543
"Hong Kong SAR, China"	HKG	Regulatory Quality: Estimate	RQ.EST	2.189884186
"Hong Kong SAR, China"	HKG	Rule of Law: Estimate	RL.EST	1.825626493
Hungary	HUN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.746297717
Hungary	HUN	Government Effectiveness: Estimate	GE.EST	0.49741441
Hungary	HUN	Control of Corruption: Estimate	CC.EST	0.148638025
Hungary	HUN	Regulatory Quality: Estimate	RQ.EST	0.766232908
Hungary	HUN	Rule of Law: Estimate	RL.EST	0.399943441
Iceland	ISL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.308164477
Iceland	ISL	Government Effectiveness: Estimate	GE.EST	1.492341518
Iceland	ISL	Control of Corruption: Estimate	CC.EST	1.939086556
Iceland	ISL	Regulatory Quality: Estimate	RQ.EST	1.273734689
Iceland	ISL	Rule of Law: Estimate	RL.EST	1.667345166
India	IND	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.948493361
India	IND	Government Effectiveness: Estimate	GE.EST	0.09046378
India	IND	Control of Corruption: Estimate	CC.EST	-0.352008492
India	IND	Regulatory Quality: Estimate	RQ.EST	-0.391464591
India	IND	Rule of Law: Estimate	RL.EST	-0.047318075
Indonesia	IDN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.615060687
Indonesia	IDN	Government Effectiveness: Estimate	GE.EST	-0.240533337
Indonesia	IDN	Control of Corruption: Estimate	CC.EST	-0.458355933
Indonesia	IDN	Regulatory Quality: Estimate	RQ.EST	-0.217557788
Indonesia	IDN	Rule of Law: Estimate	RL.EST	-0.422095984
"Iran, Islamic Rep."	IRN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.925701737
"Iran, Islamic Rep."	IRN	Government Effectiveness: Estimate	GE.EST	-0.208824545
"Iran, Islamic Rep."	IRN	Control of Corruption: Estimate	CC.EST	-0.604570687
"Iran, Islamic Rep."	IRN	Regulatory Quality: Estimate	RQ.EST	-1.311570525
"Iran, Islamic Rep."	IRN	Rule of Law: Estimate	RL.EST	-0.923484564
Iraq	IRQ	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.260351896
Iraq	IRQ	Government Effectiveness: Estimate	GE.EST	-1.246446609
Iraq	IRQ	Control of Corruption: Estimate	CC.EST	-1.368854642
Iraq	IRQ	Regulatory Quality: Estimate	RQ.EST	-1.23745966
Iraq	IRQ	Rule of Law: Estimate	RL.EST	-1.417774558
Ireland	IRL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.908455491
Ireland	IRL	Government Effectiveness: Estimate	GE.EST	1.533348799
Ireland	IRL	Control of Corruption: Estimate	CC.EST	1.615352988
Ireland	IRL	Regulatory Quality: Estimate	RQ.EST	1.81887424
Ireland	IRL	Rule of Law: Estimate	RL.EST	1.774914503
Israel	ISR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.094912767
Israel	ISR	Government Effectiveness: Estimate	GE.EST	1.388034582
Israel	ISR	Control of Corruption: Estimate	CC.EST	0.942997754
Israel	ISR	Regulatory Quality: Estimate	RQ.EST	1.272597909
Israel	ISR	Rule of Law: Estimate	RL.EST	1.162290215
Italy	ITA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.3759197
Italy	ITA	Government Effectiveness: Estimate	GE.EST	0.448110193
Italy	ITA	Control of Corruption: Estimate	CC.EST	0.016268654
Italy	ITA	Regulatory Quality: Estimate	RQ.EST	0.728810668
Italy	ITA	Rule of Law: Estimate	RL.EST	0.275057644
Jamaica	JAM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.096484482
Jamaica	JAM	Government Effectiveness: Estimate	GE.EST	0.248759523
Jamaica	JAM	Control of Corruption: Estimate	CC.EST	-0.231597006
Jamaica	JAM	Regulatory Quality: Estimate	RQ.EST	0.105955146
Jamaica	JAM	Rule of Law: Estimate	RL.EST	-0.227318674
Japan	JPN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.06512773
Japan	JPN	Government Effectiveness: Estimate	GE.EST	1.78481245
Japan	JPN	Control of Corruption: Estimate	CC.EST	1.569163561
Japan	JPN	Regulatory Quality: Estimate	RQ.EST	1.217742562
Japan	JPN	Rule of Law: Estimate	RL.EST	1.518730283
"Jersey, Channel Islands"	JEY	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.529619813
"Jersey, Channel Islands"	JEY	Government Effectiveness: Estimate	GE.EST	1.299852252
"Jersey, Channel Islands"	JEY	Control of Corruption: Estimate	CC.EST	1.19053793
"Jersey, Channel Islands"	JEY	Regulatory Quality: Estimate	RQ.EST	1.142125607
"Jersey, Channel Islands"	JEY	Rule of Law: Estimate	RL.EST	1.701292872
Jordan	JOR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.605778575
Jordan	JOR	Government Effectiveness: Estimate	GE.EST	0.122611709
Jordan	JOR	Control of Corruption: Estimate	CC.EST	0.2600739
Jordan	JOR	Regulatory Quality: Estimate	RQ.EST	0.083335645
Jordan	JOR	Rule of Law: Estimate	RL.EST	0.439434081
Kazakhstan	KAZ	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.035000283
Kazakhstan	KAZ	Government Effectiveness: Estimate	GE.EST	-0.073210396
Kazakhstan	KAZ	Control of Corruption: Estimate	CC.EST	-0.852624595
Kazakhstan	KAZ	Regulatory Quality: Estimate	RQ.EST	-0.032958414
Kazakhstan	KAZ	Rule of Law: Estimate	RL.EST	-0.439329773
Kenya	KEN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.244405627
Kenya	KEN	Government Effectiveness: Estimate	GE.EST	-0.29414168
Kenya	KEN	Control of Corruption: Estimate	CC.EST	-1.008768797
Kenya	KEN	Regulatory Quality: Estimate	RQ.EST	-0.312421143
Kenya	KEN	Rule of Law: Estimate	RL.EST	-0.487965614
Kiribati	KIR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.843560576
Kiribati	KIR	Government Effectiveness: Estimate	GE.EST	-0.48976177
Kiribati	KIR	Control of Corruption: Estimate	CC.EST	0.220115751
Kiribati	KIR	Regulatory Quality: Estimate	RQ.EST	-0.876477063
Kiribati	KIR	Rule of Law: Estimate	RL.EST	-0.155254602
"Korea, Dem. People’s Rep."	PRK	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.153404713
"Korea, Dem. People’s Rep."	PRK	Government Effectiveness: Estimate	GE.EST	-1.632668018
"Korea, Dem. People’s Rep."	PRK	Control of Corruption: Estimate	CC.EST	-1.247925758
"Korea, Dem. People’s Rep."	PRK	Regulatory Quality: Estimate	RQ.EST	-2.325877666
"Korea, Dem. People’s Rep."	PRK	Rule of Law: Estimate	RL.EST	-1.64512527
"Korea, Rep."	KOR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.161014125
"Korea, Rep."	KOR	Government Effectiveness: Estimate	GE.EST	1.012607813
"Korea, Rep."	KOR	Control of Corruption: Estimate	CC.EST	0.373621315
"Korea, Rep."	KOR	Regulatory Quality: Estimate	RQ.EST	1.113388538
"Korea, Rep."	KOR	Rule of Law: Estimate	RL.EST	0.932395458
Kosovo	XKX	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.199357048
Kosovo	XKX	Government Effectiveness: Estimate	GE.EST	-0.409619868
Kosovo	XKX	Control of Corruption: Estimate	CC.EST	-0.535536468
Kosovo	XKX	Regulatory Quality: Estimate	RQ.EST	-0.296781063
Kosovo	XKX	Rule of Law: Estimate	RL.EST	-0.464693993
Kuwait	KWT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.213420272
Kuwait	KWT	Government Effectiveness: Estimate	GE.EST	-0.033110809
Kuwait	KWT	Control of Corruption: Estimate	CC.EST	-0.225088716
Kuwait	KWT	Regulatory Quality: Estimate	RQ.EST	-0.173127025
Kuwait	KWT	Rule of Law: Estimate	RL.EST	0.001076935
Kyrgyz Republic	KGZ	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.882437944
Kyrgyz Republic	KGZ	Government Effectiveness: Estimate	GE.EST	-0.914483786
Kyrgyz Republic	KGZ	Control of Corruption: Estimate	CC.EST	-1.149693012
Kyrgyz Republic	KGZ	Regulatory Quality: Estimate	RQ.EST	-0.502659619
Kyrgyz Republic	KGZ	Rule of Law: Estimate	RL.EST	-0.989245474
Lao PDR	LAO	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.541362047
Lao PDR	LAO	Government Effectiveness: Estimate	GE.EST	-0.510504663
Lao PDR	LAO	Control of Corruption: Estimate	CC.EST	-0.911583006
Lao PDR	LAO	Regulatory Quality: Estimate	RQ.EST	-0.806456268
Lao PDR	LAO	Rule of Law: Estimate	RL.EST	-0.798730552
Latvia	LVA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.443747222
Latvia	LVA	Government Effectiveness: Estimate	GE.EST	1.089666128
Latvia	LVA	Control of Corruption: Estimate	CC.EST	0.4681741
Latvia	LVA	Regulatory Quality: Estimate	RQ.EST	1.088799953
Latvia	LVA	Rule of Law: Estimate	RL.EST	0.794600129
Lebanon	LBN	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.702586532
Lebanon	LBN	Government Effectiveness: Estimate	GE.EST	-0.474226981
Lebanon	LBN	Control of Corruption: Estimate	CC.EST	-0.883750379
Lebanon	LBN	Regulatory Quality: Estimate	RQ.EST	-0.294810712
Lebanon	LBN	Rule of Law: Estimate	RL.EST	-0.825654566
Lesotho	LSO	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.308428764
Lesotho	LSO	Government Effectiveness: Estimate	GE.EST	-0.684340656
Lesotho	LSO	Control of Corruption: Estimate	CC.EST	0.06802655
Lesotho	LSO	Regulatory Quality: Estimate	RQ.EST	-0.39624241
Lesotho	LSO	Rule of Law: Estimate	RL.EST	-0.174012661
Liberia	LBR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.818025708
Liberia	LBR	Government Effectiveness: Estimate	GE.EST	-1.393890619
Liberia	LBR	Control of Corruption: Estimate	CC.EST	-0.647266626
Liberia	LBR	Regulatory Quality: Estimate	RQ.EST	-0.865030646
Liberia	LBR	Rule of Law: Estimate	RL.EST	-0.864492297
Libya	LBY	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-2.196628332
Libya	LBY	Government Effectiveness: Estimate	GE.EST	-1.653165221
Libya	LBY	Control of Corruption: Estimate	CC.EST	-1.616902709
Libya	LBY	Regulatory Quality: Estimate	RQ.EST	-2.232313395
Libya	LBY	Rule of Law: Estimate	RL.EST	-1.629270196
Liechtenstein	LIE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.457840443
Liechtenstein	LIE	Government Effectiveness: Estimate	GE.EST	1.689331651
Liechtenstein	LIE	Control of Corruption: Estimate	CC.EST	2.064363241
Liechtenstein	LIE	Regulatory Quality: Estimate	RQ.EST	1.389855504
Liechtenstein	LIE	Rule of Law: Estimate	RL.EST	1.685917139
Lithuania	LTU	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.759793997
Lithuania	LTU	Government Effectiveness: Estimate	GE.EST	1.185165882
Lithuania	LTU	Control of Corruption: Estimate	CC.EST	0.617650509
Lithuania	LTU	Regulatory Quality: Estimate	RQ.EST	1.277035117
Lithuania	LTU	Rule of Law: Estimate	RL.EST	1.008058906
Luxembourg	LUX	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.439398408
Luxembourg	LUX	Government Effectiveness: Estimate	GE.EST	1.724363685
Luxembourg	LUX	Control of Corruption: Estimate	CC.EST	2.096661568
Luxembourg	LUX	Regulatory Quality: Estimate	RQ.EST	1.658028603
Luxembourg	LUX	Rule of Law: Estimate	RL.EST	1.874665856
"Macao SAR, China"	MAC	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.202256441
"Macao SAR, China"	MAC	Government Effectiveness: Estimate	GE.EST	1.450260043
"Macao SAR, China"	MAC	Control of Corruption: Estimate	CC.EST	0.611759305
"Macao SAR, China"	MAC	Regulatory Quality: Estimate	RQ.EST	1.772440434
"Macao SAR, China"	MAC	Rule of Law: Estimate	RL.EST	0.923683226
"Macedonia, FYR"	MKD	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.287016064
"Macedonia, FYR"	MKD	Government Effectiveness: Estimate	GE.EST	0.118493073
"Macedonia, FYR"	MKD	Control of Corruption: Estimate	CC.EST	-0.256072164
"Macedonia, FYR"	MKD	Regulatory Quality: Estimate	RQ.EST	0.431717932
"Macedonia, FYR"	MKD	Rule of Law: Estimate	RL.EST	-0.188808754
Madagascar	MDG	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.427362889
Madagascar	MDG	Government Effectiveness: Estimate	GE.EST	-1.29816854
Madagascar	MDG	Control of Corruption: Estimate	CC.EST	-0.848951161
Madagascar	MDG	Regulatory Quality: Estimate	RQ.EST	-0.765178919
Madagascar	MDG	Rule of Law: Estimate	RL.EST	-0.686933994
Malawi	MWI	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.031896148
Malawi	MWI	Government Effectiveness: Estimate	GE.EST	-0.673160613
Malawi	MWI	Control of Corruption: Estimate	CC.EST	-0.762178659
Malawi	MWI	Regulatory Quality: Estimate	RQ.EST	-0.818081498
Malawi	MWI	Rule of Law: Estimate	RL.EST	-0.306816041
Malaysia	MYS	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.258957565
Malaysia	MYS	Government Effectiveness: Estimate	GE.EST	0.949163854
Malaysia	MYS	Control of Corruption: Estimate	CC.EST	0.235073954
Malaysia	MYS	Regulatory Quality: Estimate	RQ.EST	0.752673328
Malaysia	MYS	Rule of Law: Estimate	RL.EST	0.501932204
Maldives	MDV	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.420671523
Maldives	MDV	Government Effectiveness: Estimate	GE.EST	-0.375792742
Maldives	MDV	Control of Corruption: Estimate	CC.EST	-0.479377955
Maldives	MDV	Regulatory Quality: Estimate	RQ.EST	-0.41495055
Maldives	MDV	Rule of Law: Estimate	RL.EST	-0.576264203
Mali	MLI	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.685663939
Mali	MLI	Government Effectiveness: Estimate	GE.EST	-0.932024181
Mali	MLI	Control of Corruption: Estimate	CC.EST	-0.68613261
Mali	MLI	Regulatory Quality: Estimate	RQ.EST	-0.577986956
Mali	MLI	Rule of Law: Estimate	RL.EST	-0.734754443
Malta	MLT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.063938618
Malta	MLT	Government Effectiveness: Estimate	GE.EST	0.85062629
Malta	MLT	Control of Corruption: Estimate	CC.EST	0.900366247
Malta	MLT	Regulatory Quality: Estimate	RQ.EST	1.168855309
Malta	MLT	Rule of Law: Estimate	RL.EST	1.135597706
Marshall Islands	MHL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.919473767
Marshall Islands	MHL	Government Effectiveness: Estimate	GE.EST	-1.601203799
Marshall Islands	MHL	Control of Corruption: Estimate	CC.EST	-0.115129687
Marshall Islands	MHL	Regulatory Quality: Estimate	RQ.EST	-1.121720552
Marshall Islands	MHL	Rule of Law: Estimate	RL.EST	-0.212627977
Martinique	MTQ	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.983049035
Martinique	MTQ	Government Effectiveness: Estimate	GE.EST	0.747561872
Martinique	MTQ	Control of Corruption: Estimate	CC.EST	1.218488932
Martinique	MTQ	Regulatory Quality: Estimate	RQ.EST	1.283184528
Martinique	MTQ	Rule of Law: Estimate	RL.EST	-0.039248616
Mauritania	MRT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.63780123
Mauritania	MRT	Government Effectiveness: Estimate	GE.EST	-1.026878119
Mauritania	MRT	Control of Corruption: Estimate	CC.EST	-0.923295498
Mauritania	MRT	Regulatory Quality: Estimate	RQ.EST	-0.869482636
Mauritania	MRT	Rule of Law: Estimate	RL.EST	-0.866077304
Mauritius	MUS	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.998615384
Mauritius	MUS	Government Effectiveness: Estimate	GE.EST	1.049440861
Mauritius	MUS	Control of Corruption: Estimate	CC.EST	0.300832063
Mauritius	MUS	Regulatory Quality: Estimate	RQ.EST	1.091457844
Mauritius	MUS	Rule of Law: Estimate	RL.EST	0.854365528
Mexico	MEX	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.798699081
Mexico	MEX	Government Effectiveness: Estimate	GE.EST	0.209704727
Mexico	MEX	Control of Corruption: Estimate	CC.EST	-0.765919805
Mexico	MEX	Regulatory Quality: Estimate	RQ.EST	0.357725561
Mexico	MEX	Rule of Law: Estimate	RL.EST	-0.44708994
"Micronesia, Fed. Sts."	FSM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.035154104
"Micronesia, Fed. Sts."	FSM	Government Effectiveness: Estimate	GE.EST	-0.396936297
"Micronesia, Fed. Sts."	FSM	Control of Corruption: Estimate	CC.EST	0.680440605
"Micronesia, Fed. Sts."	FSM	Regulatory Quality: Estimate	RQ.EST	-0.982749343
"Micronesia, Fed. Sts."	FSM	Rule of Law: Estimate	RL.EST	-0.295541435
Moldova	MDA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.327440172
Moldova	MDA	Government Effectiveness: Estimate	GE.EST	-0.654655099
Moldova	MDA	Control of Corruption: Estimate	CC.EST	-0.911234438
Moldova	MDA	Regulatory Quality: Estimate	RQ.EST	-0.066293053
Moldova	MDA	Rule of Law: Estimate	RL.EST	-0.353444636
Monaco	MCO	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.991801858
Monaco	MCO	Government Effectiveness: Estimate	GE.EST	..
Monaco	MCO	Control of Corruption: Estimate	CC.EST	..
Monaco	MCO	Regulatory Quality: Estimate	RQ.EST	..
Monaco	MCO	Rule of Law: Estimate	RL.EST	..
Mongolia	MNG	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.716384351
Mongolia	MNG	Government Effectiveness: Estimate	GE.EST	-0.418690056
Mongolia	MNG	Control of Corruption: Estimate	CC.EST	-0.491614044
Mongolia	MNG	Regulatory Quality: Estimate	RQ.EST	-0.350510865
Mongolia	MNG	Rule of Law: Estimate	RL.EST	-0.379790068
Montenegro	MNE	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.140797719
Montenegro	MNE	Government Effectiveness: Estimate	GE.EST	0.155747339
Montenegro	MNE	Control of Corruption: Estimate	CC.EST	-0.131804168
Montenegro	MNE	Regulatory Quality: Estimate	RQ.EST	0.226793215
Montenegro	MNE	Rule of Law: Estimate	RL.EST	0.051777143
Morocco	MAR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.341487437
Morocco	MAR	Government Effectiveness: Estimate	GE.EST	-0.061943848
Morocco	MAR	Control of Corruption: Estimate	CC.EST	-0.220332846
Morocco	MAR	Regulatory Quality: Estimate	RQ.EST	-0.170744777
Morocco	MAR	Rule of Law: Estimate	RL.EST	-0.088940836
Mozambique	MOZ	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.513895094
Mozambique	MOZ	Government Effectiveness: Estimate	GE.EST	-0.746266305
Mozambique	MOZ	Control of Corruption: Estimate	CC.EST	-0.748843312
Mozambique	MOZ	Regulatory Quality: Estimate	RQ.EST	-0.500393748
Mozambique	MOZ	Rule of Law: Estimate	RL.EST	-0.848796844
Myanmar	MMR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.165066719
Myanmar	MMR	Government Effectiveness: Estimate	GE.EST	-1.238607645
Myanmar	MMR	Control of Corruption: Estimate	CC.EST	-0.836168349
Myanmar	MMR	Regulatory Quality: Estimate	RQ.EST	-1.222467422
Myanmar	MMR	Rule of Law: Estimate	RL.EST	-1.236542463
Namibia	NAM	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.733112812
Namibia	NAM	Government Effectiveness: Estimate	GE.EST	0.253775209
Namibia	NAM	Control of Corruption: Estimate	CC.EST	0.315799117
Namibia	NAM	Regulatory Quality: Estimate	RQ.EST	-0.089779899
Namibia	NAM	Rule of Law: Estimate	RL.EST	0.190016076
Nauru	NRU	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.54376024
Nauru	NRU	Government Effectiveness: Estimate	GE.EST	-0.536278367
Nauru	NRU	Control of Corruption: Estimate	CC.EST	-0.524677753
Nauru	NRU	Regulatory Quality: Estimate	RQ.EST	-1.223166108
Nauru	NRU	Rule of Law: Estimate	RL.EST	-1.086187959
Nepal	NPL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.998334587
Nepal	NPL	Government Effectiveness: Estimate	GE.EST	-1.053640604
Nepal	NPL	Control of Corruption: Estimate	CC.EST	-0.578034759
Nepal	NPL	Regulatory Quality: Estimate	RQ.EST	-0.799581468
Nepal	NPL	Rule of Law: Estimate	RL.EST	-0.676831722
Netherlands	NLD	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	0.926119328
Netherlands	NLD	Government Effectiveness: Estimate	GE.EST	1.832803488
Netherlands	NLD	Control of Corruption: Estimate	CC.EST	1.884274602
Netherlands	NLD	Regulatory Quality: Estimate	RQ.EST	1.7990309
Netherlands	NLD	Rule of Law: Estimate	RL.EST	1.944209576
Netherlands Antilles	ANT	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	..
Netherlands Antilles	ANT	Government Effectiveness: Estimate	GE.EST	..
Netherlands Antilles	ANT	Control of Corruption: Estimate	CC.EST	..
Netherlands Antilles	ANT	Regulatory Quality: Estimate	RQ.EST	..
Netherlands Antilles	ANT	Rule of Law: Estimate	RL.EST	..
New Zealand	NZL	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.525453329
New Zealand	NZL	Government Effectiveness: Estimate	GE.EST	1.884677529
New Zealand	NZL	Control of Corruption: Estimate	CC.EST	2.275603294
New Zealand	NZL	Regulatory Quality: Estimate	RQ.EST	1.920747995
New Zealand	NZL	Rule of Law: Estimate	RL.EST	2.001410484
Nicaragua	NIC	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-0.086607538
Nicaragua	NIC	Government Effectiveness: Estimate	GE.EST	-0.815875173
Nicaragua	NIC	Control of Corruption: Estimate	CC.EST	-0.888269782
Nicaragua	NIC	Regulatory Quality: Estimate	RQ.EST	-0.394411325
Nicaragua	NIC	Rule of Law: Estimate	RL.EST	-0.73610878
Niger	NER	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.066546202
Niger	NER	Government Effectiveness: Estimate	GE.EST	-0.605987728
Niger	NER	Control of Corruption: Estimate	CC.EST	-0.641647696
Niger	NER	Regulatory Quality: Estimate	RQ.EST	-0.728967309
Niger	NER	Rule of Law: Estimate	RL.EST	-0.579464018
Nigeria	NGA	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	-1.925442815
Nigeria	NGA	Government Effectiveness: Estimate	GE.EST	-0.96267271
Nigeria	NGA	Control of Corruption: Estimate	CC.EST	-1.083716273
Nigeria	NGA	Regulatory Quality: Estimate	RQ.EST	-0.850521445
Nigeria	NGA	Rule of Law: Estimate	RL.EST	-0.961073756
Niue	NIU	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	..
Niue	NIU	Government Effectiveness: Estimate	GE.EST	..
Niue	NIU	Control of Corruption: Estimate	CC.EST	..
Niue	NIU	Regulatory Quality: Estimate	RQ.EST	..
Niue	NIU	Rule of Law: Estimate	RL.EST	..
Norway	NOR	Political Stability and Absence of Violence/Terrorism: Estimate	PV.EST	1.161716104
Norway	NOR	Government Effectiveness: Estimate	GE.EST	1.864799142
Norway	NOR	Control of Corruption: Estimate	CC.EST	2.242776155
Norway	NOR	Regulatory Quality: Estimate	RQ.EST	1.606871128
Norway	NOR	Rule of Law: Estimate	RL.EST	2.011164904
